a	один
afghan	афганский
afield	вдали от дома
afloat	на плаву
afoot	пешком
aforementioned	вышеупомянутый
afraid	испуганный
afresh	снова
africa	африка
african	африканский
aft	кормовой
after	позади
afterlife	загробная жизнь
aftermath	последствие
afternoon	дневное время
afterthought	после
afterward	позднее
afterwards	потом
again	еще
against	перед
age	возраст
aged	пожилой
agency	агентство
agenda	программа (работы)
agent	агент
aggravate	усугублять
aggregate	совокупный
aggression	агрессия
aggressive	агрессивный
aggressor	агрессор
aggrieved	огорченный
aghast	поражённый ужасом
agile	проворный
agitate	возбуждать
agnostic	агностик
ago	тому назад
agony	агония
agrarian	аграрный
agree	соглашаться
agreed	согласованный
agreement	договор
agriculture	сельское хозяйство
aground	на мели
ah	а!
ahead	вперед
aid	помощь
aide	помощник
ail	недомогать
aim	намерение
air	воздух
airborne	воздушно-десантный
airbus	аэробус
aircraft	самолет
airfield	аэродром
airline	авиакомпания
airman	лётчик
airplane	самолет
airport	аэропорт
airway	дыхательные пути
aisle	проход
ajar	приоткрытый
akin	родственный
al	алабама
alabaster	алебастр
alarm	тревога
alarmed	встревоженный
alarming	волнующий
alas	увы!
albania	албания
albeit	хотя (и)
album	альбом
alchemy	алхимия
alcohol	алкоголь
alcoholic	алкогольный
alcove	ниша
alderman	олдермен
ale	эль
alert	тревога
alertness	бдительность
algebra	алгебра
algeria	алжир
algorithm	алгоритм
alias	псевдоним
alibi	алиби
alien	иностранец
alienate	отчуждать
alight	выходить
align	выравнивать
alignment	выравнивание
alike	похожий
alive	живой
alkaline	щелочной
all	весь
allay	смягчать
allegation	утверждение
allege	утверждать
alleged	утверждаемый
allegedly	будто бы
allegiance	верность
allegory	аллегория
allergic	аллергический
allergy	аллергия
alleviate	облегчать
alley	переулок
alliance	союз
allied	близкий
alligator	аллигатор
allocate	выделять
allocation	распределение
allot	выделять
allow	позволять
allowance	надбавка
alloy	сплав
allude	намекать
allure	привлекательность
allusion	намек
ally	друг
almighty	всемогущий
almond	миндаль
almost	почти
alms	милостыня
alone	исключительно
along	вдоль
alongside	около
aloud	вслух
alpha	альфа
alphabet	алфавит
alphabetical	алфавитный
alphabetically	по алфавиту
already	уже
alright	всё в порядке
also	тоже
altar	алтарь
alter	изменять
alteration	изменение
alternate	альтернативный
alternately	попеременно
alternating	переменный
alternative	альтернативный
alternatively	альтернативно
although	хотя
altitude	высота
alto	альт
altogether	вполне
altruism	альтруизм
altruistic	альтруистический
alum	квасцы
aluminium	алюминиевый
alveolar	альвеолярный
always	всегда
amalgam	амальгама
amalgamate	объединять
amass	накапливать
amateur	любитель
amaze	изумлять
amazed	изумлённый
amazing	изумительный
amazon	амазонка
ambassador	посол
amber	янтарный
ambience	атмосфера
ambient	окружающий
ambiguity	неоднозначность
ambiguous	неоднозначный
ambition	цель
ambitious	амбициозный
ambivalent	двойственный
ambulance	скорая помощь
ambush	засада
amen	аминь
amenable	поддающийся
amend	вносить поправки
amendment	изменение
amenity	приятность
america	америка
american	американский
amiable	любезный
amicable	полюбовный
amid	между
amidst	в середине
amiss	плохой
ammonia	аммиак
ammunition	боеприпасы
amnesia	амнезия
amnesty	амнистия
among	между
amongst	среди
amoral	аморальный
amorous	любовный
amorphous	аморфный
amount	величина
amp	ампер
amphibian	амфибия
ample	обильный
amplification	усиление
amplify	усиливать
amputate	ампутировать
amuse	развлекать
amused	веселый
amusement	забава
amusing	забавный
an	какой-то
anaemia	анемия
anaerobic	анаэробный
anaesthetic	обезболивающий
anagram	анаграмма
anal	анальный
analogous	аналогичный
analogue	аналог
analogy	аналогия
analyse	анализировать
analysis	анализ
analyst	аналитик
analyze	исследовать
anarchy	анархия
anathema	анафема
anatomical	анатомический
anatomy	анатомия
ancestor	предок
ancestry	происхождение
anchor	якорь
ancient	древний
ancillary	вспомогательный
and	и
andes	анды
anecdote	анекдот
anew	заново
angel	ангел
anger	гнев
angina	стенокардия
angle	угол
anglican	англиканский
anglo	англо-американец
angrily	гневно
angry	сердитый
anguish	боль
angular	угловой
animal	животное
animate	одушевленный
animated	оживленный
animation	анимация
animosity	враждебность
ankle	лодыжка
annex	аннексировать
annihilate	уничтожать
anniversary	годовщина
annotate	аннотировать
announce	объявлять
announcement	объявление
annoy	раздражать
annoyed	недовольный
annoying	раздражающий
annual	ежегодный
annually	ежегодно
annuity	аннуитет
anoint	помазывать
anomaly	аномалия
anon	скоро
anonymity	анонимность
anonymous	анонимный
anorexia	потеря аппетита
another	еще один
answer	ответ
ant	муравей
antagonism	антагонизм
antagonist	противник
antarctica	антарктида
antecedent	предшествующий
antelope	антилопа
antenatal	дородовой
antenna	антенна
anterior	передний
anthem	гимн
anthology	антология
anthropology	антропология
anti	вместо
antibiotic	антибиотик
antibody	антитело
anticipate	предвидеть
anticipation	предвкушение
antidote	противоядие
antigen	антиген
antiquarian	антикварный
antiquated	устарелый
antique	старинный
antiques	старинный
antiquity	древность
antiseptic	антисептик
antler	олений рог
anvil	наковальня
anxiety	тревога
anxious	беспокоящийся
anxiously	с волнением
any	какой-нибудь
anybody	кто-нибудь
anyhow	во всяком случае
anymore	больше не
anyone	кто-нибудь
anything	что-нибудь
anytime	всегда
anyway	в любом случае
anywhere	где-нибудь
apace	быстро
apache	апачи
apart	в стороне
apartheid	апартеид
apartment	комната
apathy	апатия
ape	обезьяна
aperitif	аперитив
aperture	отверстие
apex	вершина
aphrodisiac	афродизиак
apical	апикальный
apiece	каждый
apocalypse	апокалипсис
apolitical	аполитичный
apologise	извиняться
apologize	извиняться
apology	извинение
apostle	апостол
apostrophe	апострофа
appal	ужасать
appalling	ужасный
apparatus	аппарат
apparel	наряд
apparent	очевидный
apparently	очевидно
appeal	обращение
appear	показываться
appearance	появление
appease	умиротворять
append	прилагать
appendix	приложение
appetite	аппетит
applaud	аплодировать
applause	аплодисменты
apple	яблоко
appliance	прибор
applicable	применимый
applicant	заявитель
application	просьба
applied	приложенный
apply	обращаться…
appoint	назначать
appointed	назначенный
appointment	назначение
apportion	распределять
apposite	подходящий
appraisal	оценка
appraise	оценивать
appreciate	оценивать
appreciation	признательность
apprehend	опасаться
apprehension	опасение
apprentice	ученик
approach	приближение
appropriate	подходящий
appropriately	уместно
approval	одобрение
approve	одобрять
approved	утвержденный
approving	одобрительный
approximate	приблизительный
approximately	приблизительно
apricot	абрикос
april	апрель
apron	фартук
apse	апсида
apt	подходящий
aptitude	способность
aquarium	аквариум
aquatic	водяной
aqueduct	акведук
aqueous	водный
arab	арабский
arable	пахотный
arbiter	арбитр
arbitrary	произвольный
arbitrate	рассудить
arboretum	древесный питомник
arc	дуга
arcade	аркада
arcane	тайный
arch	арка
archaeological	археологический
archaeology	археология
archaic	архаический
archbishop	архиепископ
archer	лучник
archetype	архетип
architect	архитектор
architectural	архитектурный
architecture	архитектура
archive	архив
archway	арка
arctic	арктический
ardent	горячий
arduous	трудный
area	участок
arena	арена
argue	спорить
argument	довод
argumentative	показывающий
aria	ария
arid	засушливый
arise	возникать
aristocracy	аристократия
aristocrat	аристократ
arithmetic	арифметический
ark	ковчег
arm	рука
armada	армада
armament	вооружение
armchair	кресло
armed	вооружённый
armenia	армения
armistice	перемирие
armored	бронированный
armour	доспехи
armpit	подмышка
arms	оружие
army	армия
aroma	аромат
aromatic	ароматический
around	около
arouse	вызывать
arrange	расставлять
arrangement	расположение
array	массив
arrears	задолженность
arrest	арестовывать
arrival	прибытие
arrive	прибывать
arrogance	высокомерие
arrogant	высокомерный
arrow	стрела
arse	жопа
arsenal	арсенал
arsenic	мышьяк
arson	поджог
art	искусство
artefact	артефакт
arterial	артериальный
artery	артерия
arthritic	суставной
arthritis	артрит
artichoke	артишок
article	статья
articulate	членораздельный
artificial	искусственный
artificially	искусственно
artillery	артиллерия
artisan	ремесленник
artist	артист
artistic	артистический
artwork	оригинал
as	в качестве
asbestos	асбест
ascend	подниматься
ascent	подъем
ascertain	устанавливать
ascetic	аскетический
ascii	код аски
ascribe	приписывать
asexual	бесполый
ash	пепел
ashamed	пристыженный
ashore	на берегу
asia	азия
asian	азиатский
aside	в сторону
ask	спрашивать
askew	криво
asleep	спящий
asparagus	спаржа
aspect	аспект
asphalt	асфальт
aspiration	стремление
aspirin	аспирин
ass	осел
assail	нападать
assassin	убийца
assassinate	убивать
assassination	убийство
assault	нападение
assay	анализ
assemble	собирать
assembly	ассамблея
assent	согласие
assert	утверждать
assertion	утверждение
assess	оценивать
assessment	оценка
asset	актив
asshole	кретин
assiduous	прилежный
assign	назначать
assignment	назначение
assimilate	ассимилировать
assist	помогать
assistance	помощь
assistant	вспомогательный
associate	объединять
associated	связанный
association	соединение
assorted	систематизированный
assortment	ассортимент
assume	предполагать
assumption	предположение
assurance	гарантия
assure	уверять
asterisk	звездочка
asteroid	астероид
asthma	астма
astonish	удивлять
astonishing	удивительный
astound	изумлять
astray	заблудившись
astrology	астрология
astronaut	астронавт
astronomer	астроном
astronomical	астрономический
astute	проницательный
asylum	убежище
asymmetry	асимметрия
asymptomatic	бессимптомный
at	у
atheist	атеист
athlete	спортсмен
athletic	атлетический
atlantic	атлантический
atlas	атлас
atm	банкомат
atmosphere	атмосфера
atom	атом
atomic	атомный
atone	искупать
atop	наверху
atrium	атриум
atrocious	жестокий
atrocity	зверство
attach	прикреплять
attached	прикреплённый
attachment	крепление
attack	атака
attacker	атакующий
attain	достигать
attainment	достижение
attempt	попытка
attempted	неудавшийся
attend	посещать
attendance	присутствие
attention	внимание
attentive	внимательный
attenuate	ослаблять
attest	свидетельствовать
attic	чердак
attire	наряд
attitude	позиция
attorney	адвокат
attract	притягивать
attraction	влечение
attractive	привлекательный
attribute	атрибут
attrition	истощение
atypical	нетипичный
aubergine	баклажан
auction	аукцион
audacity	дерзость
audible	слышный
audience	публика
audio	звуковой
audit	аудит
audition	прослушивание
auditor	аудитор
auditorium	аудитория
augment	увеличивать
august	август
aunt	тетя
aura	аура
aural	звуковой
auspices	эгида
auspicious	благоприятный
austere	строгий
australia	австралия
australian	австралийский
austria	австрия
authentic	подлинный
author	автор
authorise	уполномочивать
authoritarian	авторитарный
authority	власть
autistic	страдающий аутизмом
auto	легковой автомобиль
autobiographical	легковой автомобиль
autobiography	автобиография
autocrat	автократ
autograph	автограф
automate	автоматизировать
automatic	автоматический
automatically	автоматически
automobile	автомобиль
automotive	автомобильный
autonomous	автономный
autonomy	автономия
autumn	осень
auxiliary	вспомогательный
avail	помогать
availability	доступность
available	доступный
avalanche	лавина
avenge	найдено
avenue	проспект
average	средний
averse	нерасположенный
aversion	отвращение
avert	предотвращать
aviary	птичник
aviation	авиация
avid	жадный
avocado	авокадо
avoid	избегать
await	ждать
awake	проснувшийся
award	присуждать
aware	знающий
awareness	сознание
away	далеко
awe	благоговение
awesome	благоговейный
awful	страшный
awhile	недолго
awkward	неудобный
awkwardly	неуклюже
awning	навес
awry	криво
axe	топор
axiom	аксиома
axis	ось
axle	ось
aye	да
azerbaijan	азербайджан
ba	бакалавр искусств
babble	болтать
babe	малышка
baboon	бабуин
baby	ребенок
babysitter	приходящая няня
bachelor	холостяк
bacillus	бацилла
back	задний
backdrop	задник
background	происхождение
backing	поддержка
backlash	люфт
backlog	задолженность
backpack	рюкзак
backside	зад
backstage	за кулисами
backstreet	глухая улочка
backtrack	возвращаться
backup	резервный
backward	назад
backyard	задний двор
bacon	бекон
bacteria	бактерия
bacterium	бактерия
bad	плохой
badge	значок
badger	барсук
badly	плохо
badminton	бадминтон
baffle	экран
baffled	экран
bag	мешок
baggage	багаж (амер.)
bail	залог
bairn	ребёнок
bait	приманка
bake	печь
balance	весы
balanced	сбалансированный
balcony	балкон
bald	лысый
bale	кипа
balk	упираться
balkan	балканский
ball	мяч
ballad	баллада
ballast	балласт
ballerina	балерина
ballet	балет
ballistic	баллистический
balloon	воздушный шар
ballot	голосование
bamboo	бамбуковый
ban	запрещение
banal	банальный
banana	банан
band	тесьма
bandage	бинт
bandit	бандит
bane	бедствие
bang	стучать
banish	изгонять
bank	банк
banker	банкир
banking	банковский
bankrupt	обанкротившийся
bankruptcy	банкротство
banner	знамя
bannister	балясина
banquet	банкет
baptism	крещение
baptist	креститель
bar	брусок
barb	шип
barbarian	варвар
barbaric	варварский
barbarous	варварский
barbecue	барбекю
barber	парикмахер
bard	бард
bare	голый
barefoot	босиком
barely	просто
bargain	выгодная покупка
barge	баржа
baritone	баритон
bark	лай
barking	лающий
barley	ячмень
barmaid	барменша
barman	бармен
barn	сарай
barometer	барометр
baron	барон
baroque	барокко
barrage	заграждение
barrel	бочка
barren	бесплодный
barricade	баррикада
barrier	барьер
barrister	адвокат
barrow	курган
barter	бартер
basal	лежащий в основе
base	базировать
baseball	бейсбол
baseline	база
basement	подвал
bash	бить
bashing	порка
basic	основной
basically	в основном
basil	базилик
basin	бассейн
basis	базис
basket	корзина
basketball	баскетбол
basque	баск
bass	басы
bastard	ублюдок
bastion	бастион
bat	летучая мышь
batch	партия
bath	ванна
bathe	купаться
bathing	купание
bathroom	ванная комната
baton	жезл
battalion	батальон
battered	потрепанный
battery	батарея
battle	битва
battleship	линкор
batty	сумасшедший
bay	бухта
bayonet	штык
bazaar	восточный базар
be	быть
beach	берег
beacon	маяк
bead	бусинка
beak	клюв
beaker	мензурка
beam	луч
bean	боб
bear	носить
beard	борода
bearing	рождающий
beast	зверь
beat	побеждать
beau	денди
beautiful	красивый
beautifully	превосходно
beauty	красота
beaver	бобр
because	потому что
beck	кивок
become	становится
bed	кровать
bedlam	бедлам
bedrock	скальный
bedroom	спальня
bedside	место у кровати
bee	пчела
beech	бук
beef	говядина
beehive	пчелиный улей
beep	звуковой сигнал
beer	пиво
beet	свекла
beetle	жук
befall	случаться
before	впереди
beforehand	заранее
befriend	относиться дружески
beg	просить
begin	начинать
beginning	начало
begrudge	жадничать
behalf	от лица
behave	вести себя
behavior	поведение
behavioral	поведенческий
behaviour	поведение
behead	обезглавливать
behind	за
behold	увидеть
beige	бежевый
being	существующий
belated	запоздалый
belch	отрыгивать
beleaguer	осаждать
belfry	колокольня
belgian	бельгийский
belgium	бельгия
belief	вера
believe	верить
belittle	умалять
bell	колокол
belle	красавица
belligerent	воинственный
bellow	рев
belly	живот
belong	принадлежать
beloved	возлюбленный
below	ниже
belt	ремень
bench	скамья
bend	сгибать
beneath	ниже
benefactor	благодетель
beneficial	полезный
beneficiary	бенефициар
benefit	выгода
benevolent	благожелательный
benign	доброкачественный
bent	изогнутый
berate	разносить
beret	берет
berry	ягода
berserk	исступлённый
berth	место
beset	осаждать
beside	рядом с
besides	кроме того
best	лучший
bestow	награждать
bet	пари
beta	бета
betray	предавать
better	наилучший
between	между
beverage	напиток
beware	беречься
bewilder	смущать
beyond	за
bias	смещение
bib	слюнявчик
bible	библия
biblical	библейский
bibliography	библиография
bicarbonate	двууглекислый
bicker	пререкаться
bicycle	велосипед
bid	предлагать цену
bidet	биде
big	большой
bigot	фанатик
bike	велосипед
bikini	бикини
bilateral	двусторонний
bile	желчь
bilingual	двуязычный
bill	список
billiard	бильярдный
billion	миллиард
bimbo	бимбо (красивая
bin	бункер
binary	двоичный
bind	связывать
binding	связывающий
binge	кутеж
bingo	бинго (игра
binoculars	бинокль
biochemical	биохимический
biochemistry	биохимия
biographer	биограф
biography	биография
biological	биологический
biology	биология
biopsy	биопсия
biotechnology	биотехнология
birch	береза
bird	птица
birdie	птичка
birth	рождение
birthday	день рожденья
birthright	право по рождению
biscuit	бисквит
bisexual	бисексуальный
bishop	епископ
bison	зубр
bit	кусочек
bitch	сука
bite	кусать
bitter	горький
bitterly	горько
bizarre	неестественный
black	черный
blackberry	ежевика
blackbird	черный дрозд
blackmail	шантаж
blacksmith	кузнец
bladder	пузырь
blade	лезвие
blah	абсурд
blame	порицать
blanch	бланшировать
bland	мягкий
blank	пустой
blanket	покров
blankly	безучастно
blare	трубить
blasphemy	богохульство
blast	взрыв
blatant	крикливый
blaze	пылать
blazer	блейзер
blazing	яркий
bleach	отбеливать
bleak	уклейка
bleed	кровоточить
blemish	порок
blend	смешиваться
bless	благословлять
blessing	благословение
blight	разрушать
blind	слепой
blink	мигать
bliss	блаженство
blister	волдырь
blithe	весёлый
blitz	бомбить
blizzard	буран
bloat	вспучивать
blob	капля
bloc	блок
block	колода
blockade	блокада
blockbuster	блокбастер
bloke	парень
blond	блондин
blonde	блондинка
blood	кровь
bloodshed	кровопролитие
bloodstream	кровоток
bloody	кровавый
bloom	блум
blossom	цветок
blot	пятно
blotting	пятно
blouse	блузка
blow	дуть
bludgeon	дубинка
blue	голубой
blueprint	чертеж
bluff	блеф
blunder	промах
blunt	тупой
blur	размывать
blurt	сболтнуть
blush	краснеть
boa	удав
boar	кабан
board	доска
boast	хвастать
boat	лодка
bobbin	катушка
bobby	полисмен
bodice	лиф
bodily	телесный
body	тело
bodyguard	телохранитель
boer	бур
bog	болото
boggle	пугаться
bogus	фальшивый
bohemian	богемный
boil	кипеть
boiler	котел
boiling	кипящий
boisterous	шумный
bold	смелый
bollard	тумба
bolshevik	большевик
bolshevism	большевизм
bolster	поддерживать
bolt	болт
bomb	бомба
bombardment	бомбардировка
bomber	бомбардировщик
bombing	бомбардировка
bonanza	бонанца
bond	связь
bondage	рабство
bone	кость
bonfire	костер
bonnet	капот
bonus	премия
boo	фу! бу!
boob	болван
booby	олуша
boogie	танцевать
book	книга
bookcase	книжный шкаф
bookie	букмекер
booking	заказ
bookkeeper	бухгалтер
booklet	буклет
bookshelf	книжная полка
bookshop	книжный магазин
boom	бум
boon	благо
boost	повышать
boot	ботинок
booth	будка
booty	добыча
booze	выпивка
border	граница
bore	утомить
bored	скучающий
boring	надоедливый
born	родившийся
borough	местечко
borrow	занимать
bosom	грудь
boss	хозяин
botanic	ботанический
both	оба
bother	надоедать
bottle	бутылка
bottom	низ
bough	ветвь
boulder	валун
boulevard	бульвар
bounce	отскакивать
bound	обязанный
boundary	граница
bounty	щедрость
bouquet	букет
bourbon	бурбон
bourgeois	буржуазный
bourgeoisie	буржуазия
bout	приступ
boutique	бутик
bovine	медлительный
bow	поклон
bowel	кишечник
bowl	кубок
bowler	котелок
box	коробка
boxing	бокс
boy	мальчик
boycott	бойкот
boyfriend	возлюбленный
bra	бюстгальтер
brace	фигурная скобка
bracelet	браслет
bracket	скобка
brag	хвастаться
braid	коса
braille	шрифт брайля
brain	мозг
brainchild	замысел
brainwash	промывать мозги
brake	тормоз
bramble	ежевика
bran	отруби
branch	ветвь
brand	торговая марка
brandish	размахивать
brandy	бренди
brash	обрубленные сучья
brass	латунный
brassiere	бюстгальтер
brat	надоедливый ребёнок
bravado	бравада
brave	смелый
bravo	браво!
brawl	драка
bray	толочь
brazen	медный
brazilian	бразильский
breach	нарушение
bread	хлеб
breadth	ширина
break	ломать
breakaway	отрыв
breakdown	разбивка
breakfast	завтрак
breakwater	волнорез
breast	грудь
breath	дыхание
breathe	дышать
breather	живой организм
breathing	дыхание
breathtaking	захватывающий
breech	казенник
breed	порода
breeding	размножение
breeze	бриз
brethren	братия
brevity	краткость
brew	заваривать
brewery	пивоваренный завод
bribe	взятка
bribery	взяточничество
brick	кирпич
brickwork	кирпичная кладка
bride	невеста
bridesmaid	подружка невесты
bridge	мост
bridle	уздечка
brief	короткий
briefly	коротко
brigade	бригада
brigadier	бригадир
bright	яркий
brightly	ярко
brilliance	блеск
brilliant	сверкающий
brim	край
bring	приносить
brink	грань
brisk	оживленный
bristle	щетина
britain	британия
british	британский
briton	британец
brittle	хрупкий
broach	протяжка
broad	широкий
broadcast	широковещательный
broadly	широко
brocade	парча
broccoli	брокколи
brochure	брошюра
broken	разбитый
broker	брокер
brolly	зонтик
bromide	бромид
bronchial	бронхиальный
bronchitis	бронхит
bronze	бронзовый
brooch	брошь
brood	выводок
brook	ручей
broom	метла
broth	бульон
brothel	бордель
brother	брат
brotherhood	братство
brow	лоб
brown	коричневый
brownie	домовой
browse	просматривать
browser	браузер
bruise	синяк
brunt	главный удар
brush	чистить
brutal	жестокий
brute	грубый
bubble	пузырек
buck	самец животного
bucket	ведро
buckle	пряжка
bud	почка
buddha	будда
budding	многообещающий
buddy	приятель
budge	шевелиться
budget	бюджет
buff	полировать
buffalo	буйвол
buffer	буфер
buffet	буфет
bug	ошибка
bugger	помеха
bugle	горн
build	строить
builder	строитель
building	здание
bulb	лампочка
bulgaria	болгария
bulge	выпучиваться
bulimia	булимия
bulk	массовый
bull	бык
bulldog	бульдог
bullet	пуля
bulletin	бюллетень
bullion	слиток
bullock	вол
bullshit	бред собачий
bully	задира
bulwark	фальшборт
bum	бродяга
bump	шишка
bumpy	тряский
bun	пучок
bunch	связка
bundle	расслоение
bung	затычка
bungalow	бунгало
bunk	койка
bunker	бункер
bunny	кролик
buoy	буй
burden	бремя
burdensome	обременительный
bureau	бюро
bureaucracy	бюрократия
bureaucrat	бюрократ
bureaucratic	бюрократический
burger	гамбургер
burgundy	бургундия
burial	похороны
burly	дородный
burma	бирма
burn	гореть
burning	горящий
burp	отрыжка
burrow	нора
burst	лопаться
bury	хоронить
bus	автобус
bush	кустарник
bushel	бушель
business	дело
businessman	предприниматель
businesswoman	деловая женщина
bust	бюст
bustle	суета
busy	занятый
but	но
butch	мужественный
butcher	мясник
butler	дворецкий
butt	попа
butter	масло
buttercup	лютик
butterfly	бабочка
buttock	ягодица
button	пуговица
buttress	контрфорс
butty	друг
buy	покупать
buyer	покупатель
buzz	жужжать
buzzard	канюк
by	у
bye	пока!
bypass	обходить
bystander	свидетель
byzantine	византийский
cab	такси
cabaret	кабаре
cabbage	капуста
cabin	каюта
cabinet	кабинет
cable	электрокабель
cache	кэш
cackle	кудахтать
cactus	кактус
cad	сапр
caddie	мальчик
cadet	кадет
cadre	кадры
cafe	кафе
cafeteria	кафетерий
caffeine	кофеин
cage	клетка
cajole	умасливать
cake	кекс
calamity	бедствие
calcium	кальций
calculate	вычислять
calculation	вычисление
calculus	исчисление
calendar	календарь
calf	икра
calibrate	калибровать
calibre	калибр
calico	миткаль
call	кричать
calligraphy	каллиграфия
callous	черствый
callow	неоперившийся
calm	спокойный
calmly	спокойно
calorie	калория
camaraderie	товарищество
cambodia	камбоджа
camel	верблюд
camera	фотокамера
cameraman	кинооператор
camouflage	камуфляж
camp	лагерь
campaign	кампания
campsite	кемпинг
campus	кампус
can	мочь
canadian	канадский
canal	канал
canary	канарейка
cancel	вычеркивать
cancer	рак (болезнь)
candid	откровенный
candidate	кандидат
candle	свеча
candlelight	свет от свечи
candlestick	подсвечник
candy	леденец
cane	трость
canine	клык
canned	консервированный
cannibal	каннибал
cannon	пушка
canny	осторожный
canoe	каноэ
canon	канон
canopy	полог
cant	жаргон
canteen	столовая
canton	кантон
canvas	холст
canvass	обсуждать
canyon	каньон
cap	кепка
capability	возможность
capable	способный
capacity	ёмкость
cape	мыс
caper	прыгать
capillary	капилляр
capital	капитал
capitalism	капитализм
capitalist	капиталистический
capitulate	капитулировать
cappuccino	капучино
capsule	капсула
captain	капитан
caption	подпись
captivate	пленять
captive	пленник
capture	захват
car	автомобиль
caramel	карамель
carat	карат
caravan	караван
carbohydrate	углевод
carbon	углерод
carbonate	карбонат
carcass	туша
carcinogenic	канцерогенный
carcinoma	рак
card	карта
cardboard	картон
cardiac	сердечный
cardigan	кардиган
cardinal	кардинал
cardiovascular	сердечно-сосудистый
care	забота
career	карьера
carefree	беззаботный
careful	заботливый
carefully	внимательно
careless	небрежный
carelessly	небрежно
carer	тот
caress	ласкать
caretaker	опекун
cargo	груз
caricature	карикатура
carnage	бойня
carnation	гвоздика
carnival	карнавал
carol	весёлая песня
carousel	карусель
carp	карп
carpenter	плотник
carpet	ковёр
carriage	карета
carrier	несущий
carrot	морковь
carry	нести
cart	телега
carte	меню
cartel	картель
cartilage	хрящ
